stop_1,stop_2,mean_sec,std_sec,stop_1_lat,stop_1_lon,stop_2_lat,stop_2_lon
15852,409,32.2,7.7,41.88059058,-87.72786002,41.88061422,-87.72582347
409,18047,89.6,17.5,41.88061422,-87.72582347,41.88070328,-87.72286077
18047,17841,66.5,20.7,41.88070328,-87.72286077,41.88074353,-87.72045859
17841,412,55.9,6.4,41.88074353,-87.72045859,41.8808072,-87.7159745
412,413,40.9,9.1,41.8808072,-87.7159745,41.88081388,-87.71381964
413,14764,56.8,12.7,41.88081388,-87.71381964,41.88084064,-87.71073049
14764,415,49.1,5.3,41.88084064,-87.71073049,41.880887,-87.708722
415,416,43.0,9.0,41.880887,-87.708722,41.880902,-87.706333
416,417,62.9,6.6,41.880902,-87.706333,41.880952,-87.703147
417,15185,34.0,5.7,41.880952,-87.703147,41.88095403,-87.70088084
15185,16110,46.5,9.2,41.88095403,-87.70088084,41.88099888,-87.69856203
16110,420,51.2,8.9,41.88099888,-87.69856203,41.88100858,-87.69600765
420,421,21.9,3.0,41.88100858,-87.69600765,41.88103245,-87.694048
421,16088,22.9,4.1,41.88103245,-87.694048,41.88103301,-87.69229365
16088,423,34.8,4.8,41.88103301,-87.69229365,41.88106252,-87.68897646
423,15364,132.7,15.5,41.88106252,-87.68897646,41.88109893,-87.68607651
15364,425,62.7,6.8,41.88109893,-87.68607651,41.88112797,-87.68410996
425,15384,37.9,3.7,41.88112797,-87.68410996,41.88117403,-87.68122249
15384,427,40.1,3.2,41.88117403,-87.68122249,41.881232,-87.679293
427,428,50.3,7.6,41.881232,-87.679293,41.881262,-87.67685
428,429,48.5,3.0,41.881262,-87.67685,41.88129674,-87.67424663
429,430,37.6,4.4,41.88129674,-87.67424663,41.8813284,-87.67186305
430,431,48.4,5.6,41.8813284,-87.67186305,41.88137,-87.669513
431,4727,54.1,7.5,41.88137,-87.669513,41.881385,-87.668503
4727,432,82.7,3.3,41.881385,-87.668503,41.88139461,-87.66699977
432,15279,86.0,14.0,41.88139461,-87.66699977,41.88143358,-87.66418871
15279,16049,27.7,2.4,41.88143358,-87.66418871,41.88146881,-87.66201484
16049,435,46.6,2.4,41.88146881,-87.66201484,41.881525,-87.659765
435,436,62.4,5.8,41.881525,-87.659765,41.881545,-87.657333
436,437,70.5,7.6,41.881545,-87.657333,41.881608,-87.654897
437,14647,65.8,2.7,41.881608,-87.654897,41.88165169,-87.65191235
14647,439,49.8,12.2,41.88165169,-87.65191235,41.88167775,-87.64983775
439,440,86.0,5.1,41.88167775,-87.64983775,41.882,-87.64728
440,12754,40.3,4.2,41.882,-87.64728,41.8830708,-87.64669495
12754,442,55.7,0.4,41.8830708,-87.64669495,41.88311,-87.642848
442,443,109.8,0.0,41.88311,-87.642848,41.883084,-87.639976
443,445,178.0,0.0,41.883084,-87.639976,41.883128,-87.635516
445,446,78.4,0.0,41.883128,-87.635516,41.883137,-87.632625
14959,402,40.9,5.1,41.88039237,-87.74496781,41.880443,-87.742998
402,403,24.5,3.2,41.880443,-87.742998,41.880475,-87.740705
403,17163,35.4,5.3,41.880475,-87.740705,41.88048501,-87.73768052
17163,15848,54.8,7.0,41.88048501,-87.73768052,41.88050398,-87.7352163
15848,406,38.5,5.7,41.88050398,-87.7352163,41.88053063,-87.7331241
406,14500,54.2,5.7,41.88053063,-87.7331241,41.88056848,-87.7304601
14500,15852,59.4,9.4,41.88056848,-87.7304601,41.88059058,-87.72786002
17169,17162,51.9,8.5,41.88029685,-87.75221539,41.88033514,-87.7491367
17162,14959,84.3,6.9,41.88033514,-87.7491367,41.88039237,-87.74496781
391,14956,61.0,9.5,41.88014676,-87.76661691,41.88014099,-87.76461188
14956,393,36.0,4.9,41.88014099,-87.76461188,41.88018349,-87.7632177
393,394,16.5,2.6,41.88018349,-87.7632177,41.88020276,-87.76191891
394,395,34.0,4.6,41.88020276,-87.76191891,41.88019981,-87.75996715
395,396,30.7,5.9,41.88019981,-87.75996715,41.88025187,-87.75778965
396,397,50.0,6.0,41.88025187,-87.75778965,41.88027,-87.75526
397,17169,63.9,9.7,41.88027,-87.75526,41.88029685,-87.75221539
386,388,46.7,4.9,41.880313,-87.774043,41.88000915,-87.7714723
388,389,30.2,8.4,41.88000915,-87.7714723,41.88008776,-87.76992191
389,390,28.1,4.9,41.88008776,-87.76992191,41.88010476,-87.76821491
390,391,22.6,3.4,41.88010476,-87.76821491,41.88014676,-87.76661691
