stop,wait_time_sec,stop_lat,stop_lon,stop_sequence
386,196.79999999999987,41.880313,-87.774043,0
388,194.17500000000018,41.88000915,-87.7714723,1
389,185.65624999999977,41.88008776,-87.76992191,2
390,0.0,41.88010476,-87.76821491,3
391,184.83333333333394,41.88014676,-87.76661691,4
14956,194.6088235294122,41.88014099,-87.76461188,5
393,196.25,41.88018349,-87.7632177,6
394,181.4375,41.88020276,-87.76191891,7
395,176.0,41.88019981,-87.75996715,8
396,180.72500000000014,41.88025187,-87.75778965,9
397,189.37647058823507,41.88027,-87.75526,10
17169,205.3000000000011,41.88029685,-87.75221539,11
17162,177.2099999999995,41.88033514,-87.7491367,12
14959,187.6399999999998,41.88039237,-87.74496781,13
402,181.47500000000036,41.880443,-87.742998,14
403,206.25,41.880475,-87.740705,15
17163,184.78999999999942,41.88048501,-87.73768052,16
15848,205.54999999999964,41.88050398,-87.7352163,17
406,187.77142857142852,41.88053063,-87.7331241,18
14500,210.66249999999945,41.88056848,-87.7304601,19
15852,0.0,41.88059058,-87.72786002,20
409,202.93571428571445,41.88061422,-87.72582347,21
18047,204.10999999999984,41.88070328,-87.72286077,22
17841,177.00000000000045,41.88074353,-87.72045859,23
412,0.0,41.8808072,-87.7159745,24
413,0.0,41.88081388,-87.71381964,25
14764,180.9124999999999,41.88084064,-87.71073049,26
415,0.0,41.880887,-87.708722,27
416,174.8571428571426,41.880902,-87.706333,28
417,167.65999999999948,41.880952,-87.703147,29
15185,169.55,41.88095403,-87.70088084,30
16110,185.17500000000018,41.88099888,-87.69856203,31
420,187.12857142857152,41.88100858,-87.69600765,32
421,128.15000000000055,41.88103245,-87.694048,33
16088,0.0,41.88103301,-87.69229365,34
423,181.85000000000036,41.88106252,-87.68897646,35
15364,208.04074074074094,41.88109893,-87.68607651,36
425,0.0,41.88112797,-87.68410996,37
15384,223.7875,41.88117403,-87.68122249,38
427,218.0310344827586,41.881232,-87.679293,39
428,231.53636363636377,41.881262,-87.67685,40
429,162.10000000000036,41.88129674,-87.67424663,41
430,244.24285714285674,41.8813284,-87.67186305,42
431,218.75,41.88137,-87.669513,43
4727,207.02647058823544,41.881385,-87.668503,44
432,223.67187499999966,41.88139461,-87.66699977,45
15279,291.4500000000007,41.88143358,-87.66418871,46
16049,202.0735294117645,41.88146881,-87.66201484,47
435,232.47258064516117,41.881525,-87.659765,48
436,253.4600000000001,41.881545,-87.657333,49
437,256.32647058823505,41.881608,-87.654897,50
14647,281.2200000000002,41.88165169,-87.65191235,51
439,198.65833333333316,41.88167775,-87.64983775,52
440,334.2062500000002,41.882,-87.64728,53
12754,0.0,41.8830708,-87.64669495,54
442,304.5062499999999,41.88311,-87.642848,55
443,336.3705882352941,41.883084,-87.639976,56
445,0.0,41.883128,-87.635516,57
446,0.0,41.883137,-87.632625,58
18122,0.0,41.88314707,-87.63019604,59
448,267.12999999999994,41.88316957,-87.62749695,60
1119,0.0,41.88468794,-87.62431755,61
1120,0.0,41.88669974,-87.624384,62
1121,0.0,41.888076,-87.624425,63
3953,0.0,41.887978,-87.621979,64
3954,0.0,41.887792,-87.620967,65
8613,0.0,41.884688,-87.620796,66
